library,source_file,test_class,stage,category,message
commons-cli:commons-cli:1.2,org\apache\commons\cli\MissingArgumentException.java,MissingArgumentExceptionTest,compile,other_compile_error,"ed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-cli: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/MissingArgumentExceptionTest.java:[10,9] reference to MissingArgumentException is ambiguous [ERROR] both constructor MissingArgumentException(java.lang.String) in org.apache.commons.cli.MissingArgumentException and constructor MissingArgumentException(org.apache.commons.cli.Option) in org.apache.commons.cli.MissingArgumentException match [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-cli:commons-cli:1.2,org\apache\commons\cli\MissingOptionException.java,MissingOptionExceptionTest,compile,other_compile_error,"xception match [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-cli: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/MissingOptionExceptionTest.java:[13,9] reference to MissingOptionException is ambiguous [ERROR] both constructor MissingOptionException(java.lang.String) in org.apache.commons.cli.MissingOptionException and constructor MissingOptionException(java.util.List) in org.apache.commons.cli.MissingOptionException match [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-cli:commons-cli:1.2,org\apache\commons\cli\Option.java,OptionTest,compile,access_modifier_error,"ns-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/OptionTest.java:[35,15] processValue(java.lang.String) has private access in org.apache.commons.cli.Option [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/OptionTest.java:[39,15] processValue(java.lang.String) has private access in org.apache.commons.cli.Option [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/OptionTest.java:[57,15] processValue(java.lang.String) has private access in org.apache.commons.cli.Option [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-cli:commons-cli:1.2,org\apache\commons\cli\OptionBuilder.java,OptionBuilderTest,compile,cannot_find_symbol,"ariable option of type org.apache.commons.cli.Option [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/OptionBuilderTest.java:[100,31] cannot find symbol [ERROR] symbol: method getNumberOfArgs() [ERROR] location: variable option of type org.apache.commons.cli.Option [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/OptionBuilderTest.java:[114,31] cannot find symbol [ERROR] symbol: method getNumberOfArgs() [ERROR] location: variable option of type org.apache.commons.cli.Option [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-cli:commons-cli:1.2,org\apache\commons\cli\OptionValidator.java,OptionValidatorTest,compile,cannot_find_symbol,"[ERROR] COMPILATION ERROR : [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/OptionValidatorTest.java:[6,42] cannot find symbol symbol: class TestCase [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-cli: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/OptionValidatorTest.java:[6,42] cannot find symbol [ERROR] symbol: class TestCase [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-cli:commons-cli:1.2,org\apache\commons\cli\Parser.java,ParserTest,compile,cannot_find_symbol," find symbol [ERROR] symbol: class DefaultParser [ERROR] location: class org.apache.commons.cli.ParserTest [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/ParserTest.java:[62,31] cannot find symbol [ERROR] symbol: class DefaultParser [ERROR] location: class org.apache.commons.cli.ParserTest [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/ParserTest.java:[71,31] cannot find symbol [ERROR] symbol: class DefaultParser [ERROR] location: class org.apache.commons.cli.ParserTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-cli:commons-cli:1.2,org\apache\commons\cli\PatternOptionBuilder.java,PatternOptionBuilderTest,compile,generic_type_mismatch,"repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java:[45,38] incompatible types: char cannot be converted to java.lang.String [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java:[51,44] incompatible types: char cannot be converted to java.lang.String [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java:[52,44] incompatible types: char cannot be converted to java.lang.String [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\Jdk14Logger.java,Jdk14LoggerTest,compile,other_compile_error,"r attempting to assign weaker access privileges; was public [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-logging: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/Jdk14LoggerTest.java:[21,30] getLogger() in <anonymous org.apache.commons.logging.impl.Jdk14LoggerTest$1> cannot override getLogger() in org.apache.commons.logging.impl.Jdk14Logger [ERROR] attempting to assign weaker access privileges; was public [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\LogFactoryImpl.java,LogFactoryImplTest,structure,structure_error,"missing public class LogFactoryImplTest declaration, missing @Test method annotation"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\ServletContextCleaner.java,ServletContextCleanerTest,compile,abstract_class_or_interface_instantiation,"ated [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/ServletContextCleanerTest.java:[62,65] java.lang.ClassLoader is abstract; cannot be instantiated [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/ServletContextCleanerTest.java:[69,71] <anonymous org.apache.commons.logging.impl.ServletContextCleanerTest$MockServletContextEvent$1> is not abstract and does not override abstract method getServletContextName() in javax.servlet.ServletContext [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\SimpleLog.java,SimpleLogTest,structure,structure_error,"missing public class SimpleLogTest declaration, missing @Test method annotation"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\WeakHashtable.java,WeakHashtableTest,compile,generic_type_mismatch,".logging.impl.WeakHashtable [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/WeakHashtableTest.java:[124,22] type org.apache.commons.logging.impl.WeakHashtable does not take parameters [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/WeakHashtableTest.java:[124,72] cannot infer type arguments for org.apache.commons.logging.impl.WeakHashtable [ERROR] reason: cannot use '<>' with non-generic class org.apache.commons.logging.impl.WeakHashtable [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\LogConfigurationException.java,LogConfigurationExceptionTest,compile,cannot_find_symbol,"ROR : [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/LogConfigurationExceptionTest.java:[6,52] cannot find symbol symbol: class TestCase [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-logging: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/LogConfigurationExceptionTest.java:[6,52] cannot find symbol [ERROR] symbol: class TestCase [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\LogFactory.java,LogFactoryTest,structure,structure_error,"missing public class LogFactoryTest declaration, missing @Test method annotation"
io.jsonwebtoken:jjwt-jackson:0.11.2,io\jsonwebtoken\jackson\io\JacksonDeserializer.java,JacksonDeserializerTest,compile,generic_type_mismatch,"acksonDeserializerTest.java:[68,13] reference to JacksonDeserializer is ambiguous [ERROR] both constructor <T>JacksonDeserializer(java.util.Map<java.lang.String,java.lang.Class>) in io.jsonwebtoken.jackson.io.JacksonDeserializer and constructor <T>JacksonDeserializer(com.fasterxml.jackson.databind.ObjectMapper) in io.jsonwebtoken.jackson.io.JacksonDeserializer match [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/io.jsonwebtoken/jjwt-jackson/0.11.2/src/test/java/io/jsonwebtoken/jackson/io/JacksonDeserializerTest.java:[78,13] cannot infer type arguments for io.jsonwebtoken.jackson.io.JacksonDeserializer<> [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
io.jsonwebtoken:jjwt-jackson:0.11.2,io\jsonwebtoken\jackson\io\JacksonSerializer.java,JacksonSerializerTest,compile,cannot_find_symbol," has private access in io.jsonwebtoken.jackson.io.JacksonSerializer [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/io.jsonwebtoken/jjwt-jackson/0.11.2/src/test/java/io/jsonwebtoken/jackson/io/JacksonSerializerTest.java:[64,20] cannot find symbol [ERROR] symbol: variable DEFAULT_OBJECT_MAPPER [ERROR] location: class io.jsonwebtoken.jackson.io.JacksonSerializerTest [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/io.jsonwebtoken/jjwt-jackson/0.11.2/src/test/java/io/jsonwebtoken/jackson/io/JacksonSerializerTest.java:[64,60] objectMapper has private access in io.jsonwebtoken.jackson.io.JacksonSerializer [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
io.swagger.core.v3:swagger-annotations:2.2.8,io\swagger\v3\oas\annotations\enums\ParameterIn.java,ParameterInTest,compile,access_modifier_error,"enums/ParameterInTest.java:[23,40] value has private access in io.swagger.v3.oas.annotations.enums.ParameterIn [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/io.swagger.core.v3/swagger-annotations/2.2.8/src/test/java/io/swagger/v3/oas/annotations/enums/ParameterInTest.java:[29,39] value has private access in io.swagger.v3.oas.annotations.enums.ParameterIn [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/io.swagger.core.v3/swagger-annotations/2.2.8/src/test/java/io/swagger/v3/oas/annotations/enums/ParameterInTest.java:[35,41] value has private access in io.swagger.v3.oas.annotations.enums.ParameterIn [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
io.swagger.core.v3:swagger-annotations:2.2.8,io\swagger\v3\oas\annotations\enums\SecuritySchemeIn.java,SecuritySchemeInTest,compile,cannot_find_symbol,"raries_no_repair/io.swagger.core.v3/swagger-annotations/2.2.8/src/test/java/io/swagger/v3/oas/annotations/enums/SecuritySchemeInTest.java:[20,53] cannot find symbol [ERROR] symbol: method value() [ERROR] location: variable QUERY of type io.swagger.v3.oas.annotations.enums.SecuritySchemeIn [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/io.swagger.core.v3/swagger-annotations/2.2.8/src/test/java/io/swagger/v3/oas/annotations/enums/SecuritySchemeInTest.java:[25,55] cannot find symbol [ERROR] symbol: method value() [ERROR] location: variable COOKIE of type io.swagger.v3.oas.annotations.enums.SecuritySchemeIn [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
jakarta.transaction:jakarta.transaction-api:2.0.1,jakarta\transaction\SystemException.java,SystemExceptionTest,compile,method_signature_mismatch,"uctor jakarta.transaction.SystemException.SystemException(java.lang.String) is not applicable [ERROR] (actual and formal argument lists differ in length) [ERROR] constructor jakarta.transaction.SystemException.SystemException(int) is not applicable [ERROR] (actual and formal argument lists differ in length) [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/jakarta.transaction/jakarta.transaction-api/2.0.1/src/test/java/jakarta/transaction/SystemExceptionTest.java:[37,42] cannot find symbol [ERROR] symbol: method getErrorCode() [ERROR] location: variable exception of type jakarta.transaction.SystemException [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-csv:1.8,org\apache\commons\csv\CSVFormat.java,CSVFormatTest,structure,structure_error,"missing public class CSVFormatTest declaration, missing @Test method annotation"
org.apache.commons:commons-csv:1.8,org\apache\commons\csv\CSVParser.java,CSVParserTest,structure,structure_error,"missing public class CSVParserTest declaration, missing @Test method annotation"
org.apache.commons:commons-csv:1.8,org\apache\commons\csv\CSVPrinter.java,CSVPrinterTest,compile,cannot_find_symbol,"1.8/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:[55,49] incompatible types: java.io.Closeable cannot be converted to java.lang.Appendable [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/org.apache.commons/commons-csv/1.8/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:[55,38] cannot inherit from final org.apache.commons.csv.CSVPrinter [ERROR] /C:/Users/minhn/llm-test/libraries_no_repair/org.apache.commons/commons-csv/1.8/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:[55,34] cannot find symbol [ERROR] symbol: constructor (java.io.Closeable,org.apache.commons.csv.CSVFormat) [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
